Gss year for this respondent                       ;Fathers highest degree;Mothers highest degree;Respondents sex;Race of respondent;Number of persons in household;Respondents income;Total family income;Vote obama or mccain;Vote obama or romney;Rs highest degree;Age of respondent;Number of children;Respondent id number;Number of hours worked last week;Rs occupational prestige score  (1970);Govt or private employee;Travel time to work;Marital status;Fathers census occupation code (1970);Mothers census occupation code (1980);Number of brothers and sisters;Ballot used for interview
2018;High school;High school;Male;White;2;Not applicable;Not applicable;Not applicable;Not applicable;High school;27;0;2103;48;0;Government;Not applicable;Never married;Not applicable;Not applicable;1;Ballot c
2018;High school;High school;Female;White;1;Not applicable;Not applicable;Not applicable;Obama;High school;59;6;2104;Not applicable;0;Government;Not applicable;Widowed;Not applicable;Not applicable;4;Ballot c
2018;High school;High school;Male;Other;2;Not applicable;Not applicable;Not applicable;Not applicable;High school;46;3;2105;40;0;Government;Not applicable;Married;Not applicable;Not applicable;1;Ballot a
2018;Bachelor;High school;Male;White;3;Not applicable;Not applicable;Not applicable;Romney;Junior college;51;3;2106;40;0;Government;Not applicable;Married;Not applicable;Not applicable;3;Ballot b
2018;High school;High school;Male;White;2;Not applicable;Not applicable;Not applicable;Romney;Bachelor;63;2;2107;40;0;Private;Not applicable;Married;Not applicable;Not applicable;3;Ballot c
2018;Don't know;High school;Female;White;5;Not applicable;Not applicable;Not applicable;Romney;High school;76;2;2108;Not applicable;0;Private;Not applicable;Widowed;Not applicable;Not applicable;4;Ballot a
2018;Graduate;Bachelor;Female;White;2;Not applicable;Not applicable;Not applicable;Romney;Bachelor;56;2;2109;40;0;Private;Not applicable;Married;Not applicable;Not applicable;3;Ballot c
2018;High school;High school;Male;White;3;Not applicable;Not applicable;Not applicable;Romney;High school;39;4;2110;30;0;Private;Not applicable;Married;Not applicable;Not applicable;6;Ballot a
2018;Don't know;High school;Female;White;4;Not applicable;Not applicable;Not applicable;Not applicable;Junior college;34;3;2111;45;0;Government;Not applicable;Never married;Not applicable;Not applicable;1;Ballot c
2018;Lt high school;High school;Female;White;6;Not applicable;Not applicable;Not applicable;Not applicable;High school;36;2;2112;35;0;Government;Not applicable;Married;Not applicable;Not applicable;1;Ballot a
2018;Not applicable;Don't know;Female;White;1;Not applicable;Not applicable;Not applicable;Obama;High school;51;0;2113;Not applicable;0;Private;Not applicable;Never married;Not applicable;Not applicable;5;Ballot b
2018;High school;Bachelor;Male;White;1;Not applicable;Not applicable;Not applicable;Obama;Bachelor;62;1;2114;Not applicable;0;Private;Not applicable;Widowed;Not applicable;Not applicable;9;Ballot c
2018;Lt high school;Lt high school;Female;Black;3;Not applicable;Not applicable;Not applicable;Obama;High school;75;1;2115;Not applicable;0;Government;Not applicable;Widowed;Not applicable;Not applicable;8;Ballot a
2018;Lt high school;Lt high school;Male;White;2;Not applicable;Not applicable;Not applicable;Romney;High school;68;1;2116;Not applicable;0;Private;Not applicable;Divorced;Not applicable;Not applicable;2;Ballot b
2018;Lt high school;Don't know;Female;White;1;Not applicable;Not applicable;Not applicable;Romney;High school;79;4;2117;Not applicable;0;Private;Not applicable;Widowed;Not applicable;Not applicable;3;Ballot b
2018;High school;High school;Female;White;2;Not applicable;Not applicable;Not applicable;Romney;High school;66;2;2118;Not applicable;0;Private;Not applicable;Divorced;Not applicable;Not applicable;4;Ballot b
2018;Not applicable;Junior college;Female;White;4;Not applicable;Not applicable;Not applicable;Not applicable;Lt high school;20;1;2119;Not applicable;0;Not applicable;Not applicable;Married;Not applicable;Not applicable;13;Ballot c
2018;Lt high school;High school;Female;White;2;Not applicable;Not applicable;Not applicable;Romney;High school;74;3;2120;Not applicable;0;Private;Not applicable;Married;Not applicable;Not applicable;3;Ballot b
2018;Lt high school;High school;Female;Black;5;Not applicable;Not applicable;Not applicable;Obama;High school;48;4;2121;Not applicable;0;Private;Not applicable;Separated;Not applicable;Not applicable;7;Ballot b
2018;Bachelor;High school;Female;White;2;Not applicable;Not applicable;Not applicable;Obama;High school;52;2;2122;40;0;Government;Not applicable;Married;Not applicable;Not applicable;3;Ballot c
2018;Not applicable;High school;Male;White;1;Not applicable;Not applicable;Not applicable;Don't know;High school;87;4;2123;Not applicable;0;Private;Not applicable;Widowed;Not applicable;Not applicable;6;Ballot c
2018;High school;High school;Male;White;5;Not applicable;Not applicable;Not applicable;Not applicable;Junior college;39;3;2124;40;0;Government;Not applicable;Married;Not applicable;Not applicable;8;Ballot c
2018;High school;Lt high school;Female;Black;5;Not applicable;Not applicable;Not applicable;Obama;High school;35;3;2125;No answer;0;Private;Not applicable;Married;Not applicable;Not applicable;12;Ballot b
2018;Not applicable;Lt high school;Female;White;2;Not applicable;Not applicable;Not applicable;Not applicable;High school;30;0;2126;40;0;Private;Not applicable;Never married;Not applicable;Not applicable;2;Ballot c
2018;High school;High school;Female;White;4;Not applicable;Not applicable;Not applicable;Not applicable;High school;20;0;2127;Not applicable;0;Private;Not applicable;Never married;Not applicable;Not applicable;1;Ballot c
2018;Lt high school;High school;Female;White;2;Not applicable;Not applicable;Not applicable;Romney;High school;49;0;2128;40;0;Private;Not applicable;Married;Not applicable;Not applicable;1;Ballot b
2018;Lt high school;Lt high school;Female;White;7;Not applicable;Not applicable;Not applicable;Obama;Bachelor;36;3;2129;40;0;Private;Not applicable;Married;Not applicable;Not applicable;2;Ballot c
2018;High school;Lt high school;Male;White;2;Not applicable;Not applicable;Not applicable;Not applicable;Lt high school;40;2;2130;60;0;Private;Not applicable;Married;Not applicable;Not applicable;8;Ballot b
2018;Lt high school;Lt high school;Male;White;2;Not applicable;Not applicable;Not applicable;Obama;High school;62;2;2131;Not applicable;0;Private;Not applicable;Married;Not applicable;Not applicable;2;Ballot a
2018;Not applicable;High school;Female;White;1;Not applicable;Not applicable;Not applicable;Not applicable;High school;22;0;2132;Not applicable;0;Private;Not applicable;Never married;Not applicable;Not applicable;1;Ballot b
2018;Not applicable;High school;Female;White;2;Not applicable;Not applicable;Not applicable;Obama;Graduate;38;2;2133;50;0;Government;Not applicable;Married;Not applicable;Not applicable;2;Ballot a
2018;Graduate;Graduate;Male;White;2;Not applicable;Not applicable;Not applicable;Romney;Graduate;59;3;2134;45;0;Private;Not applicable;Married;Not applicable;Not applicable;3;Ballot c
2018;Not applicable;Junior college;Female;White;2;Not applicable;Not applicable;Not applicable;Not applicable;High school;25;0;2135;30;0;Private;Not applicable;Married;Not applicable;Not applicable;0;Ballot b
2018;Bachelor;Lt high school;Female;White;1;Not applicable;Not applicable;Not applicable;Not applicable;High school;55;2;2136;Not applicable;0;Private;Not applicable;Married;Not applicable;Not applicable;2;Ballot a
2018;High school;High school;Female;White;2;Not applicable;Not applicable;Not applicable;Romney;High school;37;3;2137;35;0;Private;Not applicable;Married;Not applicable;Not applicable;2;Ballot c
2018;Bachelor;Bachelor;Female;White;2;Not applicable;Not applicable;Not applicable;Romney;Graduate;72;2;2138;6;0;Government;Not applicable;Married;Not applicable;Not applicable;0;Ballot b
2018;Lt high school;Lt high school;Female;White;2;Not applicable;Not applicable;Not applicable;Not applicable;Lt high school;58;5;2139;40;0;Government;Not applicable;Married;Not applicable;Not applicable;9;Ballot a
2018;Lt high school;Lt high school;Female;White;2;Not applicable;Not applicable;Not applicable;Not applicable;High school;65;2;2140;22;0;Private;Not applicable;Married;Not applicable;Not applicable;9;Ballot b
2018;High school;Lt high school;Female;White;2;Not applicable;Not applicable;Not applicable;Not applicable;High school;46;0;2141;Not applicable;0;Private;Not applicable;Married;Not applicable;Not applicable;7;Ballot c
2018;High school;High school;Female;White;2;Not applicable;Not applicable;Not applicable;Not applicable;High school;50;3;2142;Not applicable;0;Private;Not applicable;Married;Not applicable;Not applicable;3;Ballot b
2018;Lt high school;Lt high school;Male;White;2;Not applicable;Not applicable;Not applicable;Romney;High school;85;0;2143;Not applicable;0;Private;Not applicable;Married;Not applicable;Not applicable;0;Ballot c
2018;High school;High school;Male;White;2;Not applicable;Not applicable;Not applicable;Romney;Bachelor;73;1;2144;Not applicable;0;Government;Not applicable;Married;Not applicable;Not applicable;2;Ballot a
2018;Lt high school;Lt high school;Male;White;2;Not applicable;Not applicable;Not applicable;Romney;High school;89 or older;2;2145;60;0;Private;Not applicable;Widowed;Not applicable;Not applicable;2;Ballot c
2018;Lt high school;Don't know;Male;White;1;Not applicable;Not applicable;Not applicable;Obama;High school;69;0;2146;Not applicable;0;Government;Not applicable;Widowed;Not applicable;Not applicable;8;Ballot c
2018;Lt high school;High school;Male;White;2;Not applicable;Not applicable;Not applicable;Romney;High school;71;3;2147;Not applicable;0;Private;Not applicable;Divorced;Not applicable;Not applicable;1;Ballot b
2018;Lt high school;Lt high school;Female;White;2;Not applicable;Not applicable;Not applicable;Romney;High school;66;1;2148;Not applicable;0;Private;Not applicable;Married;Not applicable;Not applicable;2;Ballot a
2018;High school;High school;Male;White;4;Not applicable;Not applicable;Not applicable;Not applicable;Lt high school;19;0;2149;Not applicable;0;Not applicable;Not applicable;Never married;Not applicable;Not applicable;2;Ballot b
2018;Don't know;Lt high school;Male;White;2;Not applicable;Not applicable;Not applicable;No answer;Lt high school;56;3;2150;Not applicable;0;Private;Not applicable;Married;Not applicable;Not applicable;6;Ballot a
2018;High school;Lt high school;Male;White;3;Not applicable;Not applicable;Not applicable;Obama;Lt high school;46;5;2151;Not applicable;0;Private;Not applicable;Divorced;Not applicable;Not applicable;4;Ballot b
2018;Lt high school;Lt high school;Female;White;1;Not applicable;Not applicable;Not applicable;Romney;High school;49;5;2152;Not applicable;0;Government;Not applicable;Married;Not applicable;Not applicable;3;Ballot b
2018;Not applicable;Junior college;Female;White;8;Not applicable;Not applicable;Not applicable;Not applicable;High school;34;7;2153;40;0;Private;Not applicable;Never married;Not applicable;Not applicable;5;Ballot c
2018;High school;High school;Female;White;3;Not applicable;Not applicable;Not applicable;Not applicable;High school;31;1;2154;13;0;Government;Not applicable;Married;Not applicable;Not applicable;3;Ballot b
2018;Lt high school;High school;Female;Black;2;Not applicable;Not applicable;Not applicable;Obama;High school;32;0;2155;37;0;Private;Not applicable;Never married;Not applicable;Not applicable;0;Ballot b
2018;Bachelor;Graduate;Male;White;1;Not applicable;Not applicable;Not applicable;Obama;Bachelor;26;0;2156;40;0;Government;Not applicable;Never married;Not applicable;Not applicable;1;Ballot a
2018;High school;High school;Male;White;2;Not applicable;Not applicable;Not applicable;Obama;High school;53;Eight or more;2157;70;0;Private;Not applicable;Separated;Not applicable;Not applicable;1;Ballot a
2018;High school;High school;Male;White;1;Not applicable;Not applicable;Not applicable;Romney;High school;49;0;2158;30;0;Private;Not applicable;Never married;Not applicable;Not applicable;5;Ballot c
2018;High school;Lt high school;Female;Black;1;Not applicable;Not applicable;Not applicable;Not applicable;High school;20;0;2159;65;0;Government;Not applicable;Never married;Not applicable;Not applicable;5;Ballot a
2018;Bachelor;Graduate;Female;White;1;Not applicable;Not applicable;Not applicable;Romney;High school;39;2;2160;80;0;Government;Not applicable;Divorced;Not applicable;Not applicable;4;Ballot c
2018;High school;High school;Female;White;3;Not applicable;Not applicable;Not applicable;Not applicable;High school;38;2;2161;70;0;Private;Not applicable;Married;Not applicable;Not applicable;4;Ballot a
2018;Not applicable;High school;Male;White;1;Not applicable;Not applicable;Not applicable;Obama;Graduate;33;0;2162;50;0;Government;Not applicable;Never married;Not applicable;Not applicable;1;Ballot b
2018;Lt high school;Lt high school;Male;White;2;Not applicable;Not applicable;Not applicable;Romney;High school;63;1;2163;30;0;Private;Not applicable;Married;Not applicable;Not applicable;6;Ballot b
2018;Lt high school;Lt high school;Male;White;2;Not applicable;Not applicable;Not applicable;Obama;Lt high school;82;7;2164;Not applicable;0;Private;Not applicable;Married;Not applicable;Not applicable;4;Ballot a
2018;Lt high school;High school;Female;White;2;Not applicable;Not applicable;Not applicable;Not applicable;High school;47;3;2165;65;0;Private;Not applicable;Never married;Not applicable;Not applicable;3;Ballot c
2018;High school;High school;Male;White;1;Not applicable;Not applicable;Not applicable;Not applicable;Junior college;38;2;2166;45;0;Government;Not applicable;Married;Not applicable;Not applicable;1;Ballot a
2018;Bachelor;Bachelor;Male;Black;3;Not applicable;Not applicable;Not applicable;Obama;High school;25;1;2167;64;0;Private;Not applicable;Never married;Not applicable;Not applicable;7;Ballot a
2018;Not applicable;Don't know;Female;Black;4;Not applicable;Not applicable;Not applicable;Not applicable;Lt high school;55;1;2168;34;0;Private;Not applicable;Never married;Not applicable;Not applicable;9;Ballot b
2018;Lt high school;Don't know;Female;Other;2;Not applicable;Not applicable;Not applicable;Not applicable;High school;55;3;2169;40;0;Government;Not applicable;Married;Not applicable;Not applicable;8;Ballot c
2018;Lt high school;Bachelor;Female;White;1;Not applicable;Not applicable;Not applicable;Romney;Bachelor;74;0;2170;Not applicable;0;Government;Not applicable;Never married;Not applicable;Not applicable;4;Ballot a
2018;Lt high school;Lt high school;Male;White;2;Not applicable;Not applicable;Not applicable;Romney;High school;77;3;2171;Not applicable;0;Government;Not applicable;Married;Not applicable;Not applicable;10;Ballot a
2018;High school;High school;Female;White;1;Not applicable;Not applicable;Not applicable;Obama;High school;61;4;2172;50;0;Private;Not applicable;Widowed;Not applicable;Not applicable;3;Ballot a
2018;High school;High school;Male;White;4;Not applicable;Not applicable;Not applicable;Obama;High school;29;1;2173;40;0;Government;Not applicable;Never married;Not applicable;Not applicable;3;Ballot c
2018;High school;High school;Female;White;4;Not applicable;Not applicable;Not applicable;Not applicable;High school;29;2;2174;45;0;Private;Not applicable;Married;Not applicable;Not applicable;5;Ballot a
2018;High school;High school;Female;Other;4;Not applicable;Not applicable;Not applicable;Obama;High school;31;3;2175;40;0;Government;Not applicable;Never married;Not applicable;Not applicable;2;Ballot b
2018;Bachelor;Not applicable;Female;White;2;Not applicable;Not applicable;Not applicable;Not applicable;High school;37;2;2176;47;0;Private;Not applicable;Divorced;Not applicable;Not applicable;0;Ballot c
2018;High school;Lt high school;Male;White;1;Not applicable;Not applicable;Not applicable;Not applicable;High school;74;4;2177;Not applicable;0;Private;Not applicable;Divorced;Not applicable;Not applicable;1;Ballot b
2018;Lt high school;High school;Female;White;1;Not applicable;Not applicable;Not applicable;Obama;Junior college;80;4;2178;24;0;Private;Not applicable;Widowed;Not applicable;Not applicable;5;Ballot a
2018;Lt high school;Lt high school;Female;White;1;Not applicable;Not applicable;Not applicable;Romney;High school;78;6;2179;Not applicable;0;Private;Not applicable;Widowed;Not applicable;Not applicable;6;Ballot c
2018;Lt high school;Lt high school;Male;White;2;Not applicable;Not applicable;Not applicable;Obama;High school;59;2;2180;Not applicable;0;Government;Not applicable;Married;Not applicable;Not applicable;8;Ballot c
2018;Lt high school;High school;Female;White;5;Not applicable;Not applicable;Not applicable;Obama;High school;39;3;2181;30;0;Private;Not applicable;Married;Not applicable;Not applicable;4;Ballot b
2018;High school;High school;Male;White;1;Not applicable;Not applicable;Not applicable;Obama;High school;59;2;2182;Not applicable;0;Private;Not applicable;Divorced;Not applicable;Not applicable;3;Ballot b
2018;High school;High school;Male;White;3;Not applicable;Not applicable;Not applicable;Obama;High school;52;3;2183;50;0;Private;Not applicable;Married;Not applicable;Not applicable;4;Ballot b
2018;Not applicable;Graduate;Female;White;9;Not applicable;Not applicable;Not applicable;Romney;Bachelor;44;7;2184;Not applicable;0;Government;Not applicable;Married;Not applicable;Not applicable;2;Ballot a
2018;High school;High school;Female;White;2;Not applicable;Not applicable;Not applicable;Obama;High school;36;1;2185;36;0;Don't know;Not applicable;Never married;Not applicable;Not applicable;3;Ballot b
2018;High school;Not applicable;Male;White;2;Not applicable;Not applicable;Not applicable;Obama;High school;83;3;2186;Not applicable;0;Private;Not applicable;Married;Not applicable;Not applicable;7;Ballot a
2018;High school;High school;Female;White;1;Not applicable;Not applicable;Not applicable;Romney;High school;47;0;2187;40;0;Private;Not applicable;Divorced;Not applicable;Not applicable;2;Ballot a
2018;High school;High school;Male;White;3;Not applicable;Not applicable;Not applicable;Not applicable;High school;65;3;2188;60;0;Private;Not applicable;Married;Not applicable;Not applicable;2;Ballot b
2018;High school;High school;Male;White;3;Not applicable;Not applicable;Not applicable;Not applicable;High school;37;2;2189;60;0;Private;Not applicable;Married;Not applicable;Not applicable;2;Ballot a
2018;Graduate;High school;Female;White;2;Not applicable;Not applicable;Not applicable;Obama;Bachelor;56;2;2190;30;0;Private;Not applicable;Married;Not applicable;Not applicable;1;Ballot b
2018;High school;High school;Male;White;3;Not applicable;Not applicable;Not applicable;Romney;High school;40;1;2191;1;0;Private;Not applicable;Married;Not applicable;Not applicable;1;Ballot a
2018;Graduate;Graduate;Male;White;2;Not applicable;Not applicable;Not applicable;Obama;Graduate;39;2;2192;40;0;Government;Not applicable;Married;Not applicable;Not applicable;1;Ballot c
2018;High school;High school;Female;White;1;Not applicable;Not applicable;Not applicable;Not applicable;Bachelor;30;0;2193;40;0;Don't know;Not applicable;Never married;Not applicable;Not applicable;4;Ballot a
2018;High school;High school;Male;Other;2;Not applicable;Not applicable;Not applicable;Not applicable;Graduate;29;0;2194;Not applicable;0;Private;Not applicable;Never married;Not applicable;Not applicable;8;Ballot c
2018;Bachelor;Bachelor;Female;Other;4;Not applicable;Not applicable;Not applicable;Not applicable;High school;24;0;2195;16;0;Private;Not applicable;Never married;Not applicable;Not applicable;1;Ballot a
2018;High school;Lt high school;Female;White;1;Not applicable;Not applicable;Not applicable;Not applicable;High school;59;3;2196;Not applicable;0;Private;Not applicable;Separated;Not applicable;Not applicable;5;Ballot b
2018;High school;High school;Male;White;2;Not applicable;Not applicable;Not applicable;No answer;High school;44;3;2197;55;0;Private;Not applicable;Married;Not applicable;Not applicable;4;Ballot b
2018;High school;Graduate;Male;Black;1;Not applicable;Not applicable;Not applicable;Obama;Bachelor;59;1;2198;Not applicable;0;Government;Not applicable;Divorced;Not applicable;Not applicable;8;Ballot a
2018;Not applicable;High school;Male;White;1;Not applicable;Not applicable;Not applicable;Obama;Graduate;39;0;2199;40;0;Government;Not applicable;Never married;Not applicable;Not applicable;1;Ballot c
2018;Lt high school;High school;Female;White;1;Not applicable;Not applicable;Not applicable;Obama;High school;72;1;2200;Not applicable;0;Don't know;Not applicable;Divorced;Not applicable;Not applicable;9;Ballot b
2018;Lt high school;Lt high school;Female;White;2;Not applicable;Not applicable;Not applicable;Not applicable;High school;56;2;2201;38;0;Private;Not applicable;Divorced;Not applicable;Not applicable;5;Ballot a
2018;Lt high school;High school;Female;White;2;Not applicable;Not applicable;Not applicable;Obama;High school;36;3;2202;40;0;Private;Not applicable;Divorced;Not applicable;Not applicable;2;Ballot b
2018;Lt high school;Lt high school;Male;White;2;Not applicable;Not applicable;Not applicable;Obama;High school;82;3;2203;Not applicable;0;Private;Not applicable;Married;Not applicable;Not applicable;6;Ballot b
2018;High school;High school;Female;White;4;Not applicable;Not applicable;Not applicable;Obama;High school;35;3;2204;25;0;Private;Not applicable;Never married;Not applicable;Not applicable;2;Ballot c
2018;Lt high school;Junior college;Male;White;5;Not applicable;Not applicable;Not applicable;Not applicable;Junior college;37;2;2205;40;0;Private;Not applicable;Married;Not applicable;Not applicable;1;Ballot b
2018;High school;High school;Male;White;2;Not applicable;Not applicable;Not applicable;Obama;High school;62;1;2206;50;0;Private;Not applicable;Married;Not applicable;Not applicable;5;Ballot a
2018;High school;High school;Female;White;3;Not applicable;Not applicable;Not applicable;Obama;Graduate;33;1;2207;50;0;Government;Not applicable;Married;Not applicable;Not applicable;7;Ballot c
2018;Lt high school;High school;Male;White;1;Not applicable;Not applicable;Not applicable;Romney;High school;25;0;2208;8;0;Private;Not applicable;Never married;Not applicable;Not applicable;2;Ballot b
2018;Bachelor;Bachelor;Female;White;2;Not applicable;Not applicable;Not applicable;Obama;Junior college;40;0;2209;36;0;Private;Not applicable;Married;Not applicable;Not applicable;1;Ballot a
2018;Graduate;High school;Female;White;2;Not applicable;Not applicable;Not applicable;Romney;Junior college;63;1;2210;Not applicable;0;Private;Not applicable;Divorced;Not applicable;Not applicable;1;Ballot c
2018;High school;High school;Female;White;2;Not applicable;Not applicable;Not applicable;Obama;Graduate;50;2;2211;45;0;Government;Not applicable;Married;Not applicable;Not applicable;1;Ballot c
2018;High school;High school;Male;White;2;Not applicable;Not applicable;Not applicable;Romney;High school;71;0;2212;Not applicable;0;Government;Not applicable;Married;Not applicable;Not applicable;1;Ballot b
2018;Lt high school;Lt high school;Male;White;1;Not applicable;Not applicable;Not applicable;Obama;Lt high school;77;3;2213;Not applicable;0;Private;Not applicable;Widowed;Not applicable;Not applicable;6;Ballot a
2018;High school;Lt high school;Male;White;1;Not applicable;Not applicable;Not applicable;Obama;High school;33;0;2214;Not applicable;0;Private;Not applicable;Never married;Not applicable;Not applicable;1;Ballot c
2018;Not applicable;High school;Male;White;3;Not applicable;Not applicable;Not applicable;Romney;High school;54;0;2215;Not applicable;0;Private;Not applicable;Never married;Not applicable;Not applicable;8;Ballot b
2018;Not applicable;Junior college;Male;White;2;Not applicable;Not applicable;Not applicable;Not applicable;High school;41;4;2216;Not applicable;0;Private;Not applicable;Married;Not applicable;Not applicable;4;Ballot b
2018;High school;High school;Male;White;3;Not applicable;Not applicable;Not applicable;Obama;Bachelor;51;2;2217;40;0;Private;Not applicable;Married;Not applicable;Not applicable;4;Ballot a
2018;High school;High school;Female;White;1;Not applicable;Not applicable;Not applicable;Not applicable;High school;42;0;2218;55;0;Private;Not applicable;Never married;Not applicable;Not applicable;3;Ballot c
2018;Lt high school;High school;Male;White;2;Not applicable;Not applicable;Not applicable;Romney;High school;73;3;2219;Not applicable;0;Government;Not applicable;Married;Not applicable;Not applicable;5;Ballot a
2018;High school;High school;Male;White;1;Not applicable;Not applicable;Not applicable;Not applicable;High school;23;0;2220;Not applicable;0;Private;Not applicable;Never married;Not applicable;Not applicable;2;Ballot b
2018;High school;Don't know;Male;White;1;Not applicable;Not applicable;Not applicable;Not applicable;High school;57;0;2221;Not applicable;0;Private;Not applicable;Never married;Not applicable;Not applicable;2;Ballot a
2018;High school;High school;Male;White;1;Not applicable;Not applicable;Not applicable;Obama;Bachelor;65;Eight or more;2222;Not applicable;0;Private;Not applicable;No answer;Not applicable;Not applicable;3;Ballot c
2018;Lt high school;Lt high school;Male;Other;3;Not applicable;Not applicable;Not applicable;Not applicable;Lt high school;58;6;2223;50;0;Private;Not applicable;Married;Not applicable;Not applicable;3;Ballot b
2018;Lt high school;High school;Male;White;3;Not applicable;Not applicable;Not applicable;Not applicable;High school;59;0;2224;44;0;Private;Not applicable;Divorced;Not applicable;Not applicable;1;Ballot a
2018;High school;High school;Female;White;2;Not applicable;Not applicable;Not applicable;Not applicable;Graduate;27;0;2225;40;0;Government;Not applicable;Married;Not applicable;Not applicable;0;Ballot a
2018;Bachelor;Junior college;Male;White;1;Not applicable;Not applicable;Not applicable;Not applicable;Bachelor;29;0;2226;42;0;Private;Not applicable;Never married;Not applicable;Not applicable;1;Ballot c
2018;Not applicable;High school;Female;White;1;Not applicable;Not applicable;Not applicable;Romney;High school;32;3;2227;45;0;Private;Not applicable;Married;Not applicable;Not applicable;1;Ballot a
2018;Junior college;High school;Male;White;3;Not applicable;Not applicable;Not applicable;Obama;Lt high school;32;1;2228;40;0;Private;Not applicable;Never married;Not applicable;Not applicable;13;Ballot c
2018;High school;High school;Male;Other;1;Not applicable;Not applicable;Not applicable;Not applicable;High school;27;0;2229;40;0;Private;Not applicable;Never married;Not applicable;Not applicable;1;Ballot b
2018;Not applicable;High school;Female;White;2;Not applicable;Not applicable;Not applicable;Not applicable;High school;40;0;2230;37;0;Private;Not applicable;Married;Not applicable;Not applicable;2;Ballot a
2018;High school;High school;Female;White;4;Not applicable;Not applicable;Not applicable;Obama;Bachelor;30;2;2231;Not applicable;0;Private;Not applicable;Married;Not applicable;Not applicable;4;Ballot c
2018;Not applicable;Don't know;Female;White;1;Not applicable;Not applicable;Not applicable;Obama;Junior college;68;0;2232;Not applicable;0;Private;Not applicable;Never married;Not applicable;Not applicable;3;Ballot c
2018;Lt high school;Lt high school;Female;White;2;Not applicable;Not applicable;Not applicable;Don't know;Bachelor;47;1;2233;40;0;Private;Not applicable;Divorced;Not applicable;Not applicable;2;Ballot b
2018;Lt high school;Lt high school;Male;White;1;Not applicable;Not applicable;Not applicable;Not applicable;Lt high school;51;0;2234;3;0;Government;Not applicable;Never married;Not applicable;Not applicable;10;Ballot c
2018;Don't know;Don't know;Female;White;1;Not applicable;Not applicable;Not applicable;Not applicable;Lt high school;56;3;2235;55;0;Private;Not applicable;Married;Not applicable;Not applicable;3;Ballot c
2018;Lt high school;High school;Male;White;1;Not applicable;Not applicable;Not applicable;Not applicable;High school;70;2;2236;72;0;Government;Not applicable;Divorced;Not applicable;Not applicable;2;Ballot b
2018;Don't know;Lt high school;Male;Other;1;Not applicable;Not applicable;Not applicable;Obama;High school;80;6;2237;Not applicable;0;Private;Not applicable;Married;Not applicable;Not applicable;3;Ballot a
2018;Lt high school;High school;Female;White;2;Not applicable;Not applicable;Not applicable;Obama;Lt high school;53;2;2238;32;0;Private;Not applicable;Married;Not applicable;Not applicable;4;Ballot c
2018;Lt high school;Not applicable;Male;White;2;Not applicable;Not applicable;Not applicable;Romney;High school;79;4;2239;Not applicable;0;Private;Not applicable;Divorced;Not applicable;Not applicable;7;Ballot b
2018;Lt high school;High school;Female;White;2;Not applicable;Not applicable;Not applicable;Don't know;High school;57;2;2240;40;0;Private;Not applicable;Married;Not applicable;Not applicable;5;Ballot a
2018;Not applicable;High school;Female;White;1;Not applicable;Not applicable;Not applicable;Obama;High school;59;3;2241;Not applicable;0;Private;Not applicable;Widowed;Not applicable;Not applicable;2;Ballot c
2018;High school;High school;Female;White;3;Not applicable;Not applicable;Not applicable;Obama;Lt high school;61;2;2242;30;0;Private;Not applicable;Married;Not applicable;Not applicable;3;Ballot a
2018;High school;High school;Male;White;1;Not applicable;Not applicable;Not applicable;Not applicable;High school;45;2;2243;70;0;Private;Not applicable;Divorced;Not applicable;Not applicable;4;Ballot b
2018;Lt high school;Lt high school;Male;White;1;Not applicable;Not applicable;Not applicable;Obama;High school;66;2;2244;Not applicable;0;Government;Not applicable;Divorced;Not applicable;Not applicable;13;Ballot a
2018;Lt high school;Lt high school;Female;White;1;Not applicable;Not applicable;Not applicable;Romney;High school;55;2;2245;50;0;Private;Not applicable;Divorced;Not applicable;Not applicable;3;Ballot a
2018;Not applicable;High school;Female;White;2;Not applicable;Not applicable;Not applicable;Romney;High school;60;2;2246;Not applicable;0;Private;Not applicable;Married;Not applicable;Not applicable;2;Ballot c
2018;Lt high school;Lt high school;Female;White;1;Not applicable;Not applicable;Not applicable;Romney;High school;79;3;2247;Not applicable;0;Government;Not applicable;Widowed;Not applicable;Not applicable;4;Ballot a
2018;Lt high school;High school;Male;White;2;Not applicable;Not applicable;Not applicable;Not applicable;High school;55;4;2248;40;0;No answer;Not applicable;Married;Not applicable;Not applicable;1;Ballot c
2018;Not applicable;High school;Female;White;4;Not applicable;Not applicable;Not applicable;Romney;High school;48;2;2249;40;0;Private;Not applicable;Married;Not applicable;Not applicable;1;Ballot b
2018;Not applicable;Lt high school;Female;White;1;Not applicable;Not applicable;Not applicable;Not applicable;Junior college;56;2;2250;40;0;Government;Not applicable;Divorced;Not applicable;Not applicable;5;Ballot a
2018;Don't know;High school;Male;White;2;Not applicable;Not applicable;Not applicable;Obama;High school;66;2;2251;Not applicable;0;Private;Not applicable;Married;Not applicable;Not applicable;2;Ballot c
2018;High school;High school;Female;White;4;Not applicable;Not applicable;Not applicable;Obama;Graduate;30;2;2252;Not applicable;0;Government;Not applicable;Married;Not applicable;Not applicable;5;Ballot a
2018;High school;High school;Female;White;2;Not applicable;Not applicable;Not applicable;Not applicable;High school;21;1;2253;44;0;Private;Not applicable;Never married;Not applicable;Not applicable;8;Ballot a
